ClassSlotFull/此兵種數量已滿。選擇另一個兵種。,Spawn Details Menu
Enlist/招募,Spawn Details Menu
Equip/裝備,Spawn Details Menu
Faction Reinforcements/陣營增援,Spawn Details Menu
Freeroam Camera/自由游動視角,Spawn Details Menu
Game Mode Info/遊戲模式信息,Spawn Details Menu
Join/加入,Spawn Details Menu
Join Round/加入回合,Spawn Details Menu
Location/位置,Spawn Details Menu
MaxFactionPlayersReached/陣營中玩家太多。,Spawn Details Menu
Options/選項,Spawn Details Menu
Player/玩家,Spawn Details Menu
Players/玩家,Spawn Details Menu
Select Class/選擇兵种,Spawn Details Menu
Select Faction/選擇陣營,Spawn Details Menu
Select Spawn/選擇出生,Spawn Details Menu
Ship Sunk/沉沒,Spawn Details Menu
Spawn/出生,Spawn Details Menu
Spawn Out Of Reinforcements/你的陣營已經沒有增援了。請等待下一輪來出生。,Spawn Details Menu
SpawnContested/據點正在受到爭奪。你無法出生。,Spawn Details Menu
Spectate/旁觀,Spawn Details Menu
Troops/軍隊,Spawn Details Menu
Waiting for other players to join/等待其他玩家加入,Spawn Details Menu
Waiting for players to/等待玩家,Spawn Details Menu
You must wait for the next round to spawn/你必須等候下一回合才能出生,Spawn Details Menu
Regiment/團,Spawn Details Menu
Role/角色,Spawn Details Menu
Health/健康,Spawn Details Menu
Agility/敏捷,Spawn Details Menu
Swimming/游泳,Spawn Details Menu
Damage/損傷,Spawn Details Menu
Accuracy/準確性,Spawn Details Menu
Range/範圍,Spawn Details Menu
Abilities/能力,Spawn Details Menu
Orders/命令,Spawn Details Menu
Traits/性狀,Spawn Details Menu
ReloadTime/裝彈時間,Spawn Details Menu
Ammunition/彈藥,Spawn Details Menu
BaseSpawn/基地出生,Spawn Details Menu
FortifiedPosition/築壘陣地,Spawn Details Menu
OpenPlains/開闊平原,Spawn Details Menu
Farm/農場,Spawn Details Menu
Field/田地,Spawn Details Menu
Village/村,Spawn Details Menu
Camp/營,Spawn Details Menu
Lodge/小屋,Spawn Details Menu
Church/教會,Spawn Details Menu
Ruins/廢墟,Spawn Details Menu
Ship/船,Spawn Details Menu
Port/港口,Spawn Details Menu
LandSpawnSection/陸地出生點,Spawn Details Menu
ShipSpawnSection/船舶出生點,Spawn Details Menu
FactionFull/陣營已滿,Spawn Details Menu
Crew/船員,Spawn Details Menu
Keys/Chinese (Traditional),Round End Reasons
0 has won the match/{0}贏得了了比賽！,Round End Reasons
All flags have been captured/所有旗幟都已被佔領。,Round End Reasons
Both factions have the same number of remaining crew reinforcements/雙方陣營擁有相同剩餘的增援數量。,Round End Reasons
Both factions have the same number of remaining troop reinforcements and surviving players/雙方陣營擁有相同剩餘的士兵數量以及仍存活的玩家。,Round End Reasons
Both factions have the same number of surviving crewman in the battlefield/雙方陣營在戰場上擁有相同數量的存活船員。,Round End Reasons
Both factions have the same number of surviving troops in the battlefield/雙方陣營在戰場上擁有相同數量的存活士兵。,Round End Reasons
Both factions have the same number of tickets/雙方的票數相同。,Round End Reasons
Gathered more tickets than the other faction/收集比另一陣營更多的票數。,Round End Reasons
Maximum tickets reached/已達到最大票數。,Round End Reasons
Player 0 dominates the battlefield with the greatest number of kills/玩家{0}以最高擊殺數主宰了戰場。,Round End Reasons
Round Timer Ended/回合時間結束,Round End Reasons
The 0 Are Victorious/{0}獲勝了,Round End Reasons
The 0 Is Victorious/{0}獲勝了,Round End Reasons
The 0 crew reinforcements have been depleted/{0}的船員增援已耗盡。,Round End Reasons
The 0 crewmen have been eliminated/{0}的船員已被消滅。,Round End Reasons
The 0 have successfully defended the capture points/{0}已成功守護住據點。,Round End Reasons
The 0 have the greater number of kills/{0}擁有更多的擊殺數。,Round End Reasons
The 0 have the greater number of remaining crew reinforcements and surviving players/{0}擁有更多的剩餘增援船員和存活玩家數量。,Round End Reasons
The 0 have the greater number of remaining ships/{0}擁有更多的剩餘船隻數。,Round End Reasons
The 0 have the greatest number of remaining troop reinforcements and surviving players/{0}擁有最大剩餘的增援兵員和存活玩家數量。,Round End Reasons
The 0 have the most surviving crewmen in the battlefield/{0}在戰場上擁有最多的存活船員。,Round End Reasons
The 0 have the most surviving troops in the battlefield/{0}在戰場上擁有最多的存活士兵。,Round End Reasons
The 0 lost control of all the capture points/{0}丟失了所有佔據點。,Round End Reasons
The 0 lost control of the major capture points/{0}丟失了主據點。,Round End Reasons
The 0 ships have been sunk or captured/{0}的船隻已沉沒或被俘獲。,Round End Reasons
The 0 troops in the battlefield have been eliminated/{0}在戰場上的士兵都被消滅。,Round End Reasons
There are not enough players to continue the match/沒有足夠的玩家繼續比賽。,Round End Reasons
Two or more players have the same number of kills deaths and score/兩個或更多玩家擁有相同的殺敵數，死亡數和得分。,Round End Reasons
Your faction lost/你的陣營輸了！,Round End Reasons
Your faction won/你的陣營贏了！,Round End Reasons
Keys/Chinese (Traditional),Round End UI
Defeat/擊敗,Round End UI
End of Match/比賽結束,Round End UI
Match Duration/比賽持續時間,Round End UI
Total Rounds/總輪數,Round End UI
Total Score/總得分,Round End UI
Victory/勝利,Round End UI
Keys/Chinese (Traditional),Reinforcements Notifications
The 0 reinforcements have depleted Eliminate the remaining troops on the battlefield/{0}的增援次數已耗盡！消滅戰場上剩餘的士兵。,Reinforcements Notifications
Your reinforcements have been depleted Commit your last stand/你的增援次數已耗盡！堅持到最後一刻吧。,Reinforcements Notifications
Your reinforcements have been depleted You cannot spawn anymore/你的增援次數已耗盡！你無法再出生了,Reinforcements Notifications
Keys/Chinese (Traditional),Friendly Fire Notifications
Youve hit a friendly player Watch out/注意！你誤傷了隊友。,Friendly Fire Notifications
Keys/Chinese (Traditional),Time Values
Wait/等待,Time Values
minute/分,Time Values
minutes/分,Time Values
second/秒,Time Values
seconds/秒,Time Values
Cooldown/冷卻,Time Values
Duration/持續時間,Time Values
Sec/秒,Time Values
Min/分,Time Values
Keys/Chinese (Traditional),Breakdown Score Types
Assist Kill/助攻擊殺,Breakdown Score Types
Dominating/主宰,Breakdown Score Types
Drowned/溺水,Breakdown Score Types
Enemy Hit/擊傷敵人,Breakdown Score Types
Enemy Killed/擊殺敵人,Breakdown Score Types
Environment/環境,Breakdown Score Types
Environment Damaged/破壞,Breakdown Score Types
Environment Damaged Assist/助攻,Breakdown Score Types
Fatal Fall/致命擊殺,Breakdown Score Types
Flag Bearer Kill/擊殺旗手,Breakdown Score Types
Friendly Hit/隊友誤傷,Breakdown Score Types
FriendlyPlayerDamagedEmplacement/擊中友軍工事,Breakdown Score Types
FriendlyPlayerDestroyedEmplacement/破壞友軍工事,Breakdown Score Types
Headshot/擊中頭部,Breakdown Score Types
Kill Streak/連續擊殺,Breakdown Score Types
Killing Spree/殺人狂魔,Breakdown Score Types
Long Range/遠距離,Breakdown Score Types
Multi Kill/多次擊殺,Breakdown Score Types
Officer Kill/擊殺軍官,Breakdown Score Types
Oh thats brutal/不可阻擋,Breakdown Score Types
PlayerBuildingEmplacement/建造工事,Breakdown Score Types
PlayerBuiltEmplacement/工事已建造,Breakdown Score Types
PlayerDestroyedEmplacement/工事已摧毀,Breakdown Score Types
PlayerDestroyingEmplacement/摧毀工事,Breakdown Score Types
PlayerRepairedEmplacement/修復了進駐,Breakdown Score Types
PlayerRepairingArtillery/修理砲彈,Breakdown Score Types
PlayerRepairingEmplacement/修復進駐,Breakdown Score Types
Ship Damaged/擊中船隻,Breakdown Score Types
Ship Damaged Assist/擊中船隻助攻,Breakdown Score Types
Ship Sunk Assist/擊沉助攻,Breakdown Score Types
Ship Sunk Kill/擊沉,Breakdown Score Types
Team Kill/誤殺隊友,Breakdown Score Types
Unstoppable/勢不可擋,Breakdown Score Types
is/,Breakdown Score Types
is on a/正在,Breakdown Score Types
Support Class Kill/後勤兵種擊殺,Breakdown Score Types
HealedPlayer/治療玩家,Breakdown Score Types
AssistHealedPlayer/治療,Breakdown Score Types
InLine/排隊,Breakdown Score Types
Guard Kill/守衛殺人,Breakdown Score Types
Keys/Chinese (Traditional),Player Classes
British/ArmyInfantryOfficer/步兵軍官,Player Classes
British/ArmyLineInfantry/線列步兵,Player Classes
British/ArmyLineInfantry2/線列步兵(第92團),Player Classes
British/Bagpiper/風笛手,Player Classes
British/Cannoneer/砲手,Player Classes
British/Carpenter/木匠,Player Classes
British/CoastGuard/海岸守衛,Player Classes
British/Customs/海關步兵,Player Classes
British/Drummer/鼓手,Player Classes
British/Fifer/笛手,Player Classes
British/FlagBearer/旗手,Player Classes
British/Grenadier/擲彈兵,Player Classes
British/Guard/近衛,Player Classes
British/LightInfantry/輕步兵,Player Classes
British/NavalCaptain/艦長,Player Classes
British/NavalMarine/水兵,Player Classes
British/NavalSailor/水手,Player Classes
British/NavalSailor2/熟練水手,Player Classes
British/Rifleman/來福槍兵,Player Classes
British/Surgeon/軍醫,Player Classes
British/Violinist/小提琴手,Player Classes
French/ArmyInfantryOfficer/步兵軍官,Player Classes
French/ArmyLineInfantry/線列步兵,Player Classes
French/ArmyLineInfantry2/線列步兵(維斯圖拉),Player Classes
French/Bagpiper/風笛手,Player Classes
French/Cannoneer/砲手,Player Classes
French/Carpenter/木匠,Player Classes
French/CoastGuard/海岸守衛,Player Classes
French/Customs/海關步兵,Player Classes
French/Drummer/鼓手,Player Classes
French/Fifer/笛手,Player Classes
French/FlagBearer/旗手,Player Classes
French/Grenadier/擲彈兵,Player Classes
French/Guard/近衛,Player Classes
French/LightInfantry/輕步兵,Player Classes
French/NavalCaptain/艦長,Player Classes
French/NavalMarine/水兵,Player Classes
French/NavalSailor/水手,Player Classes
French/NavalSailor2/熟練水手,Player Classes
French/Rifleman/來福槍兵,Player Classes
French/Surgeon/軍醫,Player Classes
French/Violinist/小提琴手,Player Classes
Prussian/ArmyLineInfantry/線步兵,Player Classes
Prussian/ArmyInfantryOfficer/步兵軍官,Player Classes
Prussian/Guard/守護,Player Classes
Prussian/LightInfantry/輕步兵,Player Classes
Prussian/ArmyLineInfantry2/線步兵（freikorps）,Player Classes
Prussian/Rifleman/步槍兵,Player Classes
Prussian/Surgeon/外科醫生,Player Classes
Prussian/FlagBearer/旗手,Player Classes
Prussian/Fifer/菲費爾,Player Classes
Prussian/Drummer/鼓手,Player Classes
Prussian/Sapper/工兵,Player Classes
Prussian/Cannoneer/砲手,Player Classes
Prussian/Grenadier/擲彈兵,Player Classes
Prussian/Carpenter/木匠,Player Classes
Keys/Chinese (Traditional),GameplayHints
HighCommandArmy/Description/按“{0}”發出指令,GameplayHints
Musician/Description/按“{0}”裝備{1},GameplayHints
Engineer/Description/按“{0}”裝備錘子,GameplayHints
Medic/Description/按住“{0}”來治療附近的盟友,GameplayHints
GameplayHints/提示,GameplayHints
Tooltips/工具提示,GameplayHints
MusicianToggle/Description/按“{0}”播放一首曲子,GameplayHints
EngineerToggle/Description/按住'{0}'來建造,GameplayHints
SwitchToMeleeHint/按“{0}”切換到近戰模式,GameplayHints
SwitchToFirearmHint/按“{0}”切換到射擊模式,GameplayHints
HighCommandArmyToggle/Description/按“{0}”停止下達指令,GameplayHints
OrdersAreDisabled/指令被禁用,GameplayHints
SailForwardDescription/按“{0}”啟航,GameplayHints
Keys/Chinese (Traditional),PlayerAbilities
HighCommandArmy/高級指揮部（陸軍）,PlayerAbilities
HighCommandArmyDescription/一名軍官。您可以向排名和檔案發出訂單。,PlayerAbilities
HighCommandNaval/高級指揮（海軍）,PlayerAbilities
HighCommandNavalDescription/一名上尉。你優先考慮航行一艘海軍艦艇。,PlayerAbilities
Medicine/醫學,PlayerAbilities
MedicineDescription/精通醫學領域。你能夠治愈受傷的球員。,PlayerAbilities
HorsebackRiding/騎馬,PlayerAbilities
HorsebackRidingDescription/訓練有素的騎馬藝術。你可以登上並駕駛戰爭的冰河戰鬥。,PlayerAbilities
EngineeringSpecialist/工程,PlayerAbilities
EngineeringSpecialistDescription/精通軍事工程建設。你可以製定各種防禦陣地並修復大砲。,PlayerAbilities
EngineeringBasics/工程基礎知識,PlayerAbilities
EngineeringBasicsDescription/軍事工程建設基礎培訓。你可以協助其他工程師建立防禦陣地並建造反步兵團。,PlayerAbilities
Carpentry/木工,PlayerAbilities
CarpentryBasics/擅長木製品。你可以修復受損的海軍艦艇和大砲。,PlayerAbilities
ArtilleryOperator/砲兵經營者,PlayerAbilities
ArtilleryOperatorDescription/精通各種火砲的操作。你優先使用野戰炮，攻城炮和迫擊砲。,PlayerAbilities
RocketOperator/火箭操作員,PlayerAbilities
RocketOperatorDescription/精通火箭的操作。你優先使用火箭發射器。,PlayerAbilities
ExplosivesHandling/爆炸物處理,PlayerAbilities
ExplosivesHandlingDescription/精通炸藥的處理。你可以攜帶爆炸物。,PlayerAbilities
RankAndFile/排名和檔案,PlayerAbilities
RankAndFileDescription/鑽頭，鑽頭和更多鑽頭。您廣泛的紀律使您可以從軍官的命令中獲得槍械準確性和近戰傷害獎勵。您還可以從音樂家和旗手那裡獲益。,PlayerAbilities
Guardsman/近衛兵,PlayerAbilities
GuardsmanDescription/責任必須保護高級指揮。你減少了對附近盟軍軍官造成的傷害{0}％（疊加{1}次）。,PlayerAbilities
Musician/音樂家,PlayerAbilities
MusicianDescription/盛況和環境。您將等級和檔案的槍支準確度提高{0}％。如果另一位音樂家和你一起演奏曲調，獎金會上升到{1}％。,PlayerAbilities
StandardBearer/標準持票人,PlayerAbilities
StandardBearerDescription/在戰場上游行你的派系的顏色。當您的旗幟裝備時，您可以提高為等級和檔案重新加載槍械的速度{0}％。,PlayerAbilities
Abilities/能力,PlayerAbilities
FormLine/形式線,PlayerAbilities
FormLineDescription/指示等級和檔案形成一條線，以便跟隨光榮的火槍凌空射擊。使用滾輪旋轉標記。,PlayerAbilities
MakeReady/做好準備！,PlayerAbilities
MakeReadyDescription/指導等級和檔案為他們的火槍做好準備。排隊的步兵將收到命令，以準備他們的槍支準備開始凌空射擊。,PlayerAbilities
Fire/火！,PlayerAbilities
FireDescription/指示等級和檔案開始光榮的凌空射擊。您可以通過{0}％提高所有對您的訂單有效的好人的槍械準確度。,PlayerAbilities
FireAtWill/隨意射擊！,PlayerAbilities
FireAtWillDescription/指示等級和檔案按照自己的意願開始射擊。你增加{0}％排隊的所有優秀男子的槍械準確度。,PlayerAbilities
CeaseFire/停火,PlayerAbilities
CeaseFireDescription/指示等級和檔案停火。利用這個讓紳士知道他們應該停止射擊。,PlayerAbilities
Charge/收費！,PlayerAbilities
ChargeDescription/在光榮的衝鋒之前召集你的男人，並命令他們用刺刀裝備前進。你會在短時間內顯著增加近戰傷害。,PlayerAbilities
BreakRankAndFollow/打破排名並跟隨,PlayerAbilities
BreakRankAndFollowDescription/指示等級和檔案打破他們的等級並遵循。利用這個讓男人知道你在移動位置。,PlayerAbilities
Reinforce/加強,PlayerAbilities
"ReinforceDescription/告訴高級指揮官和其他紳士，你們迫切需要增援。信標將放置在您的位置。
這些可以通過相同的按鍵切換打開和關閉。",PlayerAbilities
Orders/命令,PlayerAbilities
Keys/Chinese (Traditional),PlayerEquipment
Spyglass/望遠鏡,PlayerEquipment
SpyglassDescription/遠距離發現敵人。按“{0}”裝備望遠鏡。,PlayerEquipment
Lantern/燈籠,PlayerEquipment
LanternDescription/在黑暗中點亮你的方式或者知道你的位置。按“{0}”裝備燈籠。,PlayerEquipment
MarchingDrumFrench/鼓,PlayerEquipment
MarchingDrumBritish/鼓,PlayerEquipment
MarchingDrumPrussian/鼓,PlayerEquipment
MarchingDrumFrenchDescription/盛況和環境。光榮地鼓勵你通過戰場並支持等級和檔案。按“{0}”鍵配備本樂器。,PlayerEquipment
MarchingDrumBritishDescription/盛況和環境。光榮地鼓勵你通過戰場並支持等級和檔案。按“{0}”鍵配備本樂器。,PlayerEquipment
MarchingDrumPrussianDescription/盛況和環境。光榮地鼓勵你通過戰場並支持等級和檔案。按“{0}”鍵配備本樂器。,PlayerEquipment
Musket_SeaServiceBrownBess/海上服務棕色bess,PlayerEquipment
Musket_CharlevilleMarinePatternANIX/Charleville Musket Marine-Pattern An IX,PlayerEquipment
Musket_IndiaPatternBrownBess/印度模式布朗貝絲,PlayerEquipment
Musket_CharlevilleIXXII/Charleville步槍ix / Xiii,PlayerEquipment
Musket_NewLandPatternBrownBess/新的土地模式棕色bess,PlayerEquipment
Musket_CharlevilleGuardPattern/Charleville步槍護衛模式,PlayerEquipment
Musket_NewLandLightInfantryPatternBrownBess/新陸地輕步兵圖案棕色貝斯,PlayerEquipment
Musket_CharlevilleDragoonPattern/Charleville步槍模式,PlayerEquipment
Carbine_Elliot/艾略特卡賓槍,PlayerEquipment
Carbine_CharlevilleCavalryIXXIII/Charleville Cavalry Carbine Ix / Xiii,PlayerEquipment
Carbine_1089Pattern/1089型卡賓槍,PlayerEquipment
Rifle_Pattern1800Infantry/貝克步槍（模式1800步兵步槍）,PlayerEquipment
Rifle_CharlevilleDragoonPattern_NoBayonet/Charleville步槍模式,PlayerEquipment
Pistol_SeaService/海上服務手槍,PlayerEquipment
Pistol_XIII/手槍xiii,PlayerEquipment
Pistol_NewLandPattern/新型陸地手槍,PlayerEquipment
Pistol_PrussianHussar/普魯士輕騎兵手槍,PlayerEquipment
Blunderbuss_Variation1/銃,PlayerEquipment
Blunderbuss_Variation2/銃,PlayerEquipment
Axe2H_Variation1/雙手斧,PlayerEquipment
Axe2H_Variation2/雙手斧,PlayerEquipment
Carpenter_Adze/木匠錛,PlayerEquipment
Carpenter_Axe/木匠斧頭,PlayerEquipment
Sword_Pattern1803FlankOfficer/模式1803側翼軍官的軍刀,PlayerEquipment
Sword_1796Heavy/1796年重劍,PlayerEquipment
Sword_XIHeavy/Xi重劍,PlayerEquipment
Sabre_AnXILight/一把光劍,PlayerEquipment
Sabre_1715Pattern/1715年圖案軍刀,PlayerEquipment
Sabre_PrussianHussar/普魯士輕騎兵軍刀,PlayerEquipment
Sabre_1796PatternLight/1796年圖案光劍,PlayerEquipment
Sword_Bayonet/劍刺刀,PlayerEquipment
Sabre_Briquet/佩劍煤球,PlayerEquipment
Hanger_Variation1/衣架,PlayerEquipment
Hanger_Variation2/衣架,PlayerEquipment
Cutlass_1804PatternNaval/1804模式海軍彎刀,PlayerEquipment
Cutlass_YearIXBoardingSabre/年ix寄宿軍刀,PlayerEquipment
Dagger_Variation1/匕首,PlayerEquipment
Dagger_Variation2/匕首,PlayerEquipment
Knife_Variation1/刀,PlayerEquipment
Knife_Variation2/刀,PlayerEquipment
BoardingPike_Variation1/登船派克,PlayerEquipment
BoardingPike_Variation2/登船派克,PlayerEquipment
Melee/亂鬥,PlayerEquipment
Firearm/火器,PlayerEquipment
Miscellaneous/雜,PlayerEquipment
Violin/小提琴,PlayerEquipment
BearingFlagBritish/旗,PlayerEquipment
BearingFlagFrench/旗,PlayerEquipment
BearingFlagPrussian/旗,PlayerEquipment
Bagpipes/風笛,PlayerEquipment
BagpipesDescription/ 一種真正的蘇格蘭人武器。光榮地穿越戰場並支持等級和檔案。按“{0}”鍵配備本樂器。,PlayerEquipment
ConstructingHammer/錘子,PlayerEquipment
DeconstructingHammer/大錘,PlayerEquipment
DiggingSpade/鏟,PlayerEquipment
FifeFrench/龠,PlayerEquipment
FifeBritish/龠,PlayerEquipment
FifePrussian/龠,PlayerEquipment
FifeBritishDescription/盛況和環境。光榮地在戰場上肆意揮灑，支持等級和檔案。按“{0}”鍵配備本樂器。,PlayerEquipment
FifePrussianDescription/盛況和環境。光榮地在戰場上肆意揮灑，支持等級和檔案。按“{0}”鍵配備本樂器。,PlayerEquipment
FifeFrenchDescription/盛況和環境。光榮地在戰場上肆意揮灑，支持等級和檔案。按“{0}”鍵配備本樂器。,PlayerEquipment
Damage/損傷,PlayerEquipment
Reach/達到,PlayerEquipment
Accuracy/準確性,PlayerEquipment
ReloadTime/重裝時間,PlayerEquipment
AbleToBlock/能夠阻止,PlayerEquipment
StrikeDirections/罷工方向,PlayerEquipment
Range/範圍,PlayerEquipment
Yes/是,PlayerEquipment
No/沒有,PlayerEquipment
Seconds/秒,PlayerEquipment
Ammunition/彈藥,PlayerEquipment
Shots/鏡頭,PlayerEquipment
Bayonet/刺刀,PlayerEquipment
Speed/速度,PlayerEquipment
ViolinDescription/纖細的頸部，優雅的弧形身體和光滑的表面。在一位大師的手中，它像是一個令人難以忘懷的警笛聲。按“{0}”鍵配備本樂器。,PlayerEquipment
BayonetDescription/步槍的尖端結束。將它附加到您可信賴的槍支上並按“{0}”將其用作長矛。,PlayerEquipment
MusketDescription/裝有槍口的槍口裝有尖頭。一起製造，他們是你快速工作的最佳選擇。,PlayerEquipment
RifleDescription/Crackshot的首選武器。在遠距離有效，它是一個厭倦的槍支。,PlayerEquipment
CarbineDescription/比步槍更短，更輕，更容易處理。騎在馬背上的單位或承載重物的單位是首選。,PlayerEquipment
PistolDescription/單發槍口裝載槍支受其短程和損壞限制但快速重裝。前線部隊的堅實防守選擇。,PlayerEquipment
BlunderbussDescription/獵槍。能夠一次結束多個步兵。,PlayerEquipment
CutlassDescription/一種主要與海軍相關的野蠻削減武器。近距離接觸的可怕選擇。,PlayerEquipment
OfficerWeaponDescription/斜線和推力。牢牢抓住它的柄，集結部隊並使你的立場。,PlayerEquipment
ShortBladedSwordDescription/短刀劍。當事情近距離接觸和個人化時，請裝備這個。,PlayerEquipment
KnifeDescription/這比用你的拳頭做臭名昭著的行為更好。,PlayerEquipment
2HAxeDescription/它的絕對力量使得這種武器在與玩家建造的防禦系統相媲美時非常理想。,PlayerEquipment
DeconstructingHammerDescription/擊倒敵人防禦或解構自己的防禦。它在收集材料以構建防禦方面相對有效。,PlayerEquipment
1HAxeDescription/單手揮動，這種近戰武器對於玩家建造的建築和步兵都是有效的。,PlayerEquipment
BearingFlagDescription/集結軍隊。飛你的陣營的標準，以支持排名和檔案。,PlayerEquipment
ConstructingHammerDescription/建造玩家建造的防禦系統，修理火砲或輕輕敲擊一個不知情的人的頭部。按“{0}”裝備錘子並開始構建防禦。,PlayerEquipment
CannonRamRodDescription/準備好槍支。拉姆野戰炮，長槍和砲兵或勇敢地試圖用它來抵擋敵人。,PlayerEquipment
SpadeDescription/挖掘工具。利用它來提升土方工程，增強團隊的防禦能力。,PlayerEquipment
BoardingPikeDescription/在你的船甲板上抵擋敵人的船員。充分利用其產品系列。,PlayerEquipment
CannonRamRod/撞桿,PlayerEquipment
Keys/Chinese (Traditional),PlayerTraits
Navigator/航海家,PlayerTraits
NavigatorDescription/公海的導航員。您可以通過{0}％提高您所指揮的海軍艦艇的機動性。,PlayerTraits
AbleSwimmer/能夠游泳的人,PlayerTraits
AbleSwimmerDescription/裝備簡單。您的游泳速度提高{0}％。,PlayerTraits
Distinguishable/可分辨,PlayerTraits
DistinguishableDescription/從排名和檔案中脫穎而出。您在迷你地圖上的顯示方式不同。,PlayerTraits
Resilient/彈性,PlayerTraits
ResilientDescription/責任心強。其他玩家造成的近戰傷害降低{0}％。,PlayerTraits
Armoured/裝甲,PlayerTraits
ArmouredDescription/配備胸甲，保護您免受步槍和手槍射擊。你被保證能夠通過槍支在一次射擊中倖存下來。,PlayerTraits
LightFooted/輕腳,PlayerTraits
LightFootedDescription/快速靈活。你的跑步速度提高了{0}％，但你使用近戰武器可以減少傷害。,PlayerTraits
SkilfulRider/熟練的騎手,PlayerTraits
SkilfulRiderDescription/精通騎馬藝術。騎馬時的速度提高{0}％。,PlayerTraits
ChosenMan/選擇的男人,PlayerTraits
ChosenManDescription/享有盛譽的第95名。你是一個被選中的男人！它讓你感到特別。,PlayerTraits
Marksman/射手,PlayerTraits
MarksmanDescription/裂紋出手。使用槍械時的準確度提高了{0}％，但重新加載速度降低了{1}％。,PlayerTraits
Skirmisher/前衛,PlayerTraits
SkirmisherDescription/掌握有關小規模戰術的知識。在蹲伏時使用槍械時的準確度提高了{0}％，但在受到近戰武器攻擊時會受到更多傷害。,PlayerTraits
EliteInfantry/精英步兵,PlayerTraits
