Keys/Stop Playing Song,Stop Playing Song
Keys/Strafe Left,Strafe Left
Keys/Strafe Right,Strafe Right
Keys/Toggle Melee Firearm,Toggle Melee Firearm
Keys/Toggle User Interface,Toggle User Interface
Keys/ReinforceOrder,Reinforce Order
Keys/FormLineOrder,Form Line Order
Keys/FireAtWillOrder,Fire at Will Order
Keys/ChargeOrder,Charge Order
Keys/MakeReady,Make Ready Order
Keys/Fire,Fire Order
Keys/CeaseFire,Cease Fire Order
Keys/BreakRankAndFollow,Break Rank & Follow Order
Keys/Up,Up
Keys/Voices Panel,Voices Panel
Keys/ModeSelection,Mode Selection
Keys/Sappers,Sappers
Keys/Officers,Officers
Keys/ToggleOfficerWindow,Issue Orders Bar
Keys/EquipHammer,Equip Hammer
Keys/Walk Run,Walk Run
Options,Options
Sprint Speed,Sprint Speed
Values/1800s,1800s
Values/Default,Default
Values/Extreme,Extreme
Values/FXAA,Fxaa
Values/Gritty,Gritty
Values/High,High
Values/KeyCodes/Back Quote,Back Quote
Values/KeyCodes/Backspace,Backspace
Values/KeyCodes/Down Arrow,Down Arrow
Values/KeyCodes/Enter,Enter
Values/KeyCodes/Left Alt,Left Alt
Values/KeyCodes/Left Arrow,Left Arrow
Values/KeyCodes/Left Click,Left Click
Values/KeyCodes/Left Control,Left Control
Values/KeyCodes/Left Shift,Left Shift
Values/KeyCodes/Middle Click,Middle Click
Values/KeyCodes/Mouse Button 3,Mouse Button 3
Values/KeyCodes/Mouse Button 4,Mouse Button 4
Values/KeyCodes/Mouse Button 5,Mouse Button 5
Values/KeyCodes/Mouse Button 6,Mouse Button 6
Values/KeyCodes/Right Alt,Right Alt
Values/KeyCodes/Right Arrow,Right Arrow
Values/KeyCodes/Right Click,Right Click
Values/KeyCodes/Right Control,Right Control
Values/KeyCodes/Scroll Lock,Scroll Lock
Values/KeyCodes/Space,Space
Values/KeyCodes/Tab,Tab
Values/KeyCodes/Up Arrow,Up Arrow
Values/Low,Low
Values/Medium,Medium
Values/Normal,Normal
Values/Off,Off
Values/SpeakerMode/5 Speaker Surround,5 Speaker Surround
Values/SpeakerMode/51 Surround,5.1 Surround
Values/SpeakerMode/71 Surround,7.1 Surround
Values/SpeakerMode/Dolby Pro Logic 51,Dolby Pro Logic 5.1
Values/SpeakerMode/Mono,Mono
Values/SpeakerMode/Quad,Quad
Values/SpeakerMode/Stereo,Stereo
Values/TAA,Taa
Values/Ultra,Ultra
Values/Very High,Very High
Values/Very Low,Very Low
Video,Video
Video/Advanced,Advanced
Video/Ambient Occlusion,Ambient Occlusion
Video/Anisotropic Textures,Anisotropic Textures
Video/Antialiasing,Antialiasing
Video/Blend Weights,Animation Quality
Video/Bloom,Bloom
Video/Brightness,Brightness
Video/Cannonball Trails,Cannonball Trails
Video/Color Adjustments,Color Adjustments
Video/Color Profile,Color Profile
Video/Contact Shadows,Contact Shadows
Video/Contrast,Contrast
Video/Depth Of Field,Depth Of Field
Video/Display,Display
Video/FPS Limit,Fps Limit
Video/Framerate,Framerate
Video/Fullscreen,Fullscreen
Video/Graphics Preset,Graphics Preset
Video/Grass Density,Grass Density
Video/Grass Distance,Grass Distance
Video/LOD Quality,LOD Quality
Video/Lens Dirt Effects,Lens Dirt Effects
Video/Lens Flare,Lens Flare
Video/Ocean Quality,Ocean Quality
Video/Resolution,Resolution
Video/Shadow Distance,Shadow Distance
Video/Shadow Quality,Shadow Quality
Video/Sharpen Image,Sharpen Image
Video/Skybox Quality,Skybox Quality
Video/Sun Rays,Light Rays
Video/Texture Quality,Texture Quality
Video/VSYNC,VSYNC
Video/Vignetting,Vignetting
Video/Volumetric Lights,Volumetric Lights
Values/ShortKeyCodes/BackQuote,`
Values/ShortKeyCodes/Backspace,BCK
Values/ShortKeyCodes/Return,ENT
Values/ShortKeyCodes/UpArrow,ARU
Values/ShortKeyCodes/LeftArrow,ARL
Values/ShortKeyCodes/RightArrow,ARR
Values/ShortKeyCodes/DownArrow,ARD
Values/ShortKeyCodes/Mouse0,LMB
Values/ShortKeyCodes/Mouse1,RMB
Values/ShortKeyCodes/Mouse2,MMB
Values/ShortKeyCodes/Mouse3,MB3
Values/ShortKeyCodes/Mouse4,MB4
Values/ShortKeyCodes/Mouse5,MB5
Values/ShortKeyCodes/Mouse6,MB6
Values/ShortKeyCodes/LeftControl,LCT
Values/ShortKeyCodes/RightControl,RCT
Values/ShortKeyCodes/LeftShift,LSH
Values/ShortKeyCodes/RightShift,RSH
Values/ShortKeyCodes/LeftAlt,LAT
Values/ShortKeyCodes/RightAlt,RAT
Values/ShortKeyCodes/Space,SPC
Values/ShortKeyCodes/Tab,TAB
Values/ShortKeyCodes/Insert,INS
Values/ShortKeyCodes/Home,HOM
Values/ShortKeyCodes/Alpha0,0
Values/ShortKeyCodes/Alpha1,1
Values/ShortKeyCodes/Alpha2,2
Values/ShortKeyCodes/Alpha3,3
Values/ShortKeyCodes/Alpha4,4
Values/ShortKeyCodes/Alpha5,5
Values/ShortKeyCodes/Alpha6,6
Values/ShortKeyCodes/Alpha7,7
Values/ShortKeyCodes/Alpha8,8
Values/ShortKeyCodes/Alpha9,9
Values/ShortKeyCodes/Keypad0,K0
Values/ShortKeyCodes/Keypad1,K1
Values/ShortKeyCodes/Keypad2,K2
Values/ShortKeyCodes/Keypad3,K3
Values/ShortKeyCodes/Keypad4,K4
Values/ShortKeyCodes/Keypad5,K5
Values/ShortKeyCodes/Keypad6,K6
Values/ShortKeyCodes/Keypad7,K7
Values/ShortKeyCodes/Keypad8,K8
Values/ShortKeyCodes/Keypad9,K9
Values/ShortKeyCodes/KeypadPeriod,.
Values/ShortKeyCodes/KeypadDivide,/
Values/ShortKeyCodes/KeypadMultiply,*
Values/ShortKeyCodes/KeypadMinus,MIN
Values/ShortKeyCodes/KeypadPlus,+
Values/ShortKeyCodes/KeypadEnter,ENT
Values/ShortKeyCodes/KeypadEquals,=
Values/ShortKeyCodes/PageUp,PGU
Values/ShortKeyCodes/PageDown,PGD
Values/ShortKeyCodes/Numlock,NLK
Values/ShortKeyCodes/CapsLock,CLK
Values/ShortKeyCodes/ScrollLock,SLK
Values/ShortKeyCodes/Help,HLP
Values/ShortKeyCodes/Print,PRT
Values/ShortKeyCodes/SysReq,SYS
Values/ShortKeyCodes/Break,BRK
Values/ShortKeyCodes/Menu,MNU
Values/ShortKeyCodes/RightBracket,]
Values/ShortKeyCodes/LeftBracket,[
Values/ShortKeyCodes/Backslash,\
Values/ShortKeyCodes/Equals,=
Values/ShortKeyCodes/Semicolon,;
Values/ShortKeyCodes/Colon,:
Values/ShortKeyCodes/Slash,/
Values/ShortKeyCodes/Period,.
Values/ShortKeyCodes/Minus,MIN
Values/ShortKeyCodes/Comma,","
Values/ShortKeyCodes/Plus,+
Values/ShortKeyCodes/Asterisk,*
Values/ShortKeyCodes/Quote,'
Values/ShortKeyCodes/Pause,PSE
Values/ShortKeyCodes/Escape,ESC
Values/ShortKeyCodes/Clear,CLR
Video/Preset,Preset
